"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male"	"1yr_2016"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2016"	"Corpus and Uterus, NOS"	"AllRaceEth"	 	 	 	 	 	159085693
"Male"	"1yr_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	 	 	 	 	 	99215596
"Male"	"1yr_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	 	 	 	 	 	20194788
"Male"	"1yr_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1327790
"Male"	"1yr_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9410614
"Male"	"1yr_2016"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	 	 	 	 	 	28936905
"Male"	"1yr_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2016"	"Ovary"	"AllRaceEth"	 	 	 	 	 	159085693
"Male"	"1yr_2016"	"Ovary"	"Non-Hispanic White"	 	 	 	 	 	99215596
"Male"	"1yr_2016"	"Ovary"	"Non-Hispanic Black"	 	 	 	 	 	20194788
"Male"	"1yr_2016"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1327790
"Male"	"1yr_2016"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9410614
"Male"	"1yr_2016"	"Ovary"	"Hispanic (All Races)"	 	 	 	 	 	28936905
"Male"	"1yr_2016"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2016"	"Prostate"	"AllRaceEth"	107.433	0.244	106.955	107.913	203202	159085693
"Male"	"1yr_2016"	"Prostate"	"Non-Hispanic White"	100.711	0.271	100.181	101.243	144759	99215596
"Male"	"1yr_2016"	"Prostate"	"Non-Hispanic Black"	176.275	1.034	174.254	178.313	32646	20194788
"Male"	"1yr_2016"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	73.651	2.695	68.462	79.115	862	1327790
"Male"	"1yr_2016"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	55.365	0.835	53.740	57.025	4670	9410614
"Male"	"1yr_2016"	"Prostate"	"Hispanic (All Races)"	87.996	0.771	86.491	89.519	14711	28936905
"Male"	"1yr_2016"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	5554	0
"Male"	"1yr_2016"	"Testis"	"AllRaceEth"	5.873	0.062	5.752	5.997	9130	159085693
"Male"	"1yr_2016"	"Testis"	"Non-Hispanic White"	7.234	0.090	7.058	7.413	6689	99215596
"Male"	"1yr_2016"	"Testis"	"Non-Hispanic Black"	1.557	0.092	1.382	1.749	300	20194788
"Male"	"1yr_2016"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	6.970	0.736	5.602	8.583	94	1327790
"Male"	"1yr_2016"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	2.157	0.146	1.881	2.465	224	9410614
"Male"	"1yr_2016"	"Testis"	"Hispanic (All Races)"	5.220	0.131	4.966	5.484	1669	28936905
"Male"	"1yr_2016"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	154	0
"Male"	"1yr_2016"	"Urinary Bladder"	"AllRaceEth"	34.571	0.146	34.285	34.860	58288	159085693
"Male"	"1yr_2016"	"Urinary Bladder"	"Non-Hispanic White"	38.618	0.176	38.274	38.964	50369	99215596
"Male"	"1yr_2016"	"Urinary Bladder"	"Non-Hispanic Black"	19.533	0.385	18.787	20.301	2944	20194788
"Male"	"1yr_2016"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	22.088	1.566	19.125	25.352	230	1327790
"Male"	"1yr_2016"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	15.331	0.464	14.436	16.265	1160	9410614
"Male"	"1yr_2016"	"Urinary Bladder"	"Hispanic (All Races)"	19.530	0.391	18.771	20.308	2814	28936905
"Male"	"1yr_2016"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	771	0
"Male"	"1yr_2016"	"Kidney and Renal Pelvis"	"AllRaceEth"	23.640	0.119	23.408	23.873	41884	159085693
"Male"	"1yr_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	23.932	0.141	23.657	24.210	31105	99215596
"Male"	"1yr_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	26.955	0.411	26.156	27.771	4807	20194788
"Male"	"1yr_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	30.649	1.661	27.479	34.081	376	1327790
"Male"	"1yr_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	11.157	0.369	10.446	11.903	965	9410614
"Male"	"1yr_2016"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	23.422	0.380	22.682	24.178	4394	28936905
"Male"	"1yr_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	237	0
"Male"	"1yr_2016"	"Brain and Other Nervous System"	"AllRaceEth"	7.690	0.069	7.555	7.826	13042	159085693
"Male"	"1yr_2016"	"Brain and Other Nervous System"	"Non-Hispanic White"	8.768	0.090	8.592	8.948	10284	99215596
"Male"	"1yr_2016"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.836	0.168	4.512	5.177	916	20194788
"Male"	"1yr_2016"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	5.889	0.707	4.584	7.452	75	1327790
"Male"	"1yr_2016"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	4.478	0.227	4.044	4.946	407	9410614
"Male"	"1yr_2016"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.668	0.176	5.329	6.022	1266	28936905
"Male"	"1yr_2016"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	94	0
"Male"	"1yr_2016"	"Thyroid"	"AllRaceEth"	7.458	0.068	7.325	7.593	12625	159085693
"Male"	"1yr_2016"	"Thyroid"	"Non-Hispanic White"	8.362	0.089	8.188	8.539	9688	99215596
"Male"	"1yr_2016"	"Thyroid"	"Non-Hispanic Black"	3.803	0.150	3.514	4.109	696	20194788
"Male"	"1yr_2016"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	5.475	0.695	4.198	7.017	67	1327790
"Male"	"1yr_2016"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	7.350	0.285	6.801	7.931	687	9410614
"Male"	"1yr_2016"	"Thyroid"	"Hispanic (All Races)"	6.056	0.178	5.713	6.414	1345	28936905
"Male"	"1yr_2016"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	142	0
"Male"	"1yr_2016"	"Hodgkin Lymphoma"	"AllRaceEth"	2.946	0.043	2.861	3.032	4784	159085693
"Male"	"1yr_2016"	"Hodgkin Lymphoma"	"Non-Hispanic White"	3.186	0.057	3.075	3.300	3309	99215596
"Male"	"1yr_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.941	0.126	2.699	3.199	580	20194788
"Male"	"1yr_2016"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.811	0.376	1.149	2.729	25	1327790
"Male"	"1yr_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.530	0.128	1.289	1.804	147	9410614
"Male"	"1yr_2016"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.782	0.119	2.554	3.024	668	28936905
"Male"	"1yr_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	55	0
"Male"	"1yr_2016"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	23.188	0.119	22.954	23.423	39527	159085693
"Male"	"1yr_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	24.283	0.143	24.004	24.565	30811	99215596
"Male"	"1yr_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	17.695	0.337	17.041	18.367	3086	20194788
"Male"	"1yr_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	16.503	1.287	14.078	19.211	186	1327790
"Male"	"1yr_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	15.709	0.444	14.851	16.602	1329	9410614
"Male"	"1yr_2016"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	20.444	0.367	19.731	21.173	3686	28936905
"Male"	"1yr_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	429	0
"Male"	"1yr_2016"	"Myeloma"	"AllRaceEth"	8.844	0.073	8.702	8.989	15436	159085693
"Male"	"1yr_2016"	"Myeloma"	"Non-Hispanic White"	8.071	0.080	7.915	8.230	10699	99215596
"Male"	"1yr_2016"	"Myeloma"	"Non-Hispanic Black"	16.871	0.343	16.205	17.557	2749	20194788
"Male"	"1yr_2016"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	7.636	0.902	5.972	9.598	82	1327790
"Male"	"1yr_2016"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	4.619	0.245	4.152	5.123	379	9410614
"Male"	"1yr_2016"	"Myeloma"	"Hispanic (All Races)"	8.589	0.245	8.116	9.080	1416	28936905
"Male"	"1yr_2016"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	111	0
"Male"	"1yr_2016"	"Leukemias"	"AllRaceEth"	18.533	0.107	18.323	18.744	31150	159085693
"Male"	"1yr_2016"	"Leukemias"	"Non-Hispanic White"	19.604	0.130	19.350	19.860	24396	99215596
"Male"	"1yr_2016"	"Leukemias"	"Non-Hispanic Black"	14.077	0.309	13.477	14.695	2348	20194788
"Male"	"1yr_2016"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	14.639	1.213	12.359	17.203	169	1327790
"Male"	"1yr_2016"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	10.356	0.359	9.665	11.083	878	9410614
"Male"	"1yr_2016"	"Leukemias"	"Hispanic (All Races)"	14.244	0.296	13.670	14.836	2912	28936905
"Male"	"1yr_2016"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	447	0
"Male"	"1yr_2016"	"Mesothelioma"	"AllRaceEth"	1.483	0.031	1.424	1.545	2406	159085693
"Male"	"1yr_2016"	"Mesothelioma"	"Non-Hispanic White"	1.633	0.037	1.562	1.707	2058	99215596
"Male"	"1yr_2016"	"Mesothelioma"	"Non-Hispanic Black"	0.938	0.087	0.775	1.123	129	20194788
"Male"	"1yr_2016"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1327790
"Male"	"1yr_2016"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.607	0.091	0.441	0.812	47	9410614
"Male"	"1yr_2016"	"Mesothelioma"	"Hispanic (All Races)"	1.028	0.088	0.863	1.213	154	28936905
"Male"	"1yr_2016"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2016"	"Kaposi Sarcoma"	"AllRaceEth"	0.672	0.021	0.631	0.714	1075	159085693
"Male"	"1yr_2016"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.403	0.020	0.365	0.445	438	99215596
"Male"	"1yr_2016"	"Kaposi Sarcoma"	"Non-Hispanic Black"	1.702	0.097	1.517	1.904	328	20194788
"Male"	"1yr_2016"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1327790
"Male"	"1yr_2016"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.221	0.050	0.133	0.344	20	9410614
"Male"	"1yr_2016"	"Kaposi Sarcoma"	"Hispanic (All Races)"	1.101	0.078	0.954	1.263	244	28936905
"Male"	"1yr_2016"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	39	0
"Male"	"5yrs_2012_2016"	"All Sites"	"AllRaceEth"	498.921	0.249	498.432	499.409	4200475	783599427
"Male"	"5yrs_2012_2016"	"All Sites"	"Non-Hispanic White"	511.414	0.291	510.843	511.984	3252276	494981544
"Male"	"5yrs_2012_2016"	"All Sites"	"Non-Hispanic Black"	551.007	0.875	549.293	552.725	452044	98779525
"Male"	"5yrs_2012_2016"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	425.512	3.041	419.571	431.512	22883	6536283
"Male"	"5yrs_2012_2016"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	304.277	0.932	302.453	306.108	114585	44207675
"Male"	"5yrs_2012_2016"	"All Sites"	"Hispanic (All Races)"	386.684	0.759	385.197	388.175	306959	139094400
"Male"	"5yrs_2012_2016"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	51728	0
"Male"	"5yrs_2012_2016"	"Oral Cavity and Pharynx"	"AllRaceEth"	17.997	0.046	17.906	18.088	158067	783599427
"Male"	"5yrs_2012_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	19.774	0.057	19.663	19.885	129349	494981544
"Male"	"5yrs_2012_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	14.492	0.135	14.228	14.759	12814	98779525
"Male"	"5yrs_2012_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	15.778	0.546	14.725	16.886	948	6536283
"Male"	"5yrs_2012_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	11.732	0.174	11.393	12.078	4800	44207675
"Male"	"5yrs_2012_2016"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	10.619	0.121	10.383	10.859	8970	139094400
"Male"	"5yrs_2012_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	1186	0
"Male"	"5yrs_2012_2016"	"Esophagus"	"AllRaceEth"	7.936	0.031	7.875	7.997	67923	783599427
"Male"	"5yrs_2012_2016"	"Esophagus"	"Non-Hispanic White"	8.677	0.037	8.604	8.750	56793	494981544
"Male"	"5yrs_2012_2016"	"Esophagus"	"Non-Hispanic Black"	6.618	0.096	6.431	6.809	5414	98779525
"Male"	"5yrs_2012_2016"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	7.690	0.409	6.910	8.531	413	6536283
"Male"	"5yrs_2012_2016"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	3.655	0.103	3.457	3.862	1365	44207675
"Male"	"5yrs_2012_2016"	"Esophagus"	"Hispanic (All Races)"	4.908	0.087	4.738	5.081	3675	139094400
"Male"	"5yrs_2012_2016"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	263	0
"Male"	"5yrs_2012_2016"	"Stomach"	"AllRaceEth"	9.032	0.034	8.966	9.099	74532	783599427
"Male"	"5yrs_2012_2016"	"Stomach"	"Non-Hispanic White"	7.682	0.036	7.612	7.752	48636	494981544
"Male"	"5yrs_2012_2016"	"Stomach"	"Non-Hispanic Black"	14.054	0.146	13.768	14.343	10598	98779525
"Male"	"5yrs_2012_2016"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	10.755	0.497	9.802	11.770	546	6536283
"Male"	"5yrs_2012_2016"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	13.677	0.202	13.284	14.078	4936	44207675
"Male"	"5yrs_2012_2016"	"Stomach"	"Hispanic (All Races)"	12.396	0.139	12.125	12.670	9412	139094400
"Male"	"5yrs_2012_2016"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	404	0
"Male"	"5yrs_2012_2016"	"Colon and Rectum"	"AllRaceEth"	44.912	0.075	44.765	45.060	373121	783599427
"Male"	"5yrs_2012_2016"	"Colon and Rectum"	"Non-Hispanic White"	44.409	0.087	44.239	44.579	276820	494981544
"Male"	"5yrs_2012_2016"	"Colon and Rectum"	"Non-Hispanic Black"	54.429	0.279	53.883	54.978	43495	98779525
"Male"	"5yrs_2012_2016"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	48.333	1.025	46.345	50.380	2591	6536283
"Male"	"5yrs_2012_2016"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	36.727	0.320	36.103	37.359	14148	44207675
"Male"	"5yrs_2012_2016"	"Colon and Rectum"	"Hispanic (All Races)"	41.859	0.249	41.372	42.349	33241	139094400
"Male"	"5yrs_2012_2016"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	2826	0
"Male"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	12.941	0.039	12.865	13.017	117266	783599427
"Male"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	10.714	0.041	10.635	10.794	73072	494981544
"Male"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	18.310	0.147	18.022	18.601	17211	98779525
"Male"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	20.878	0.622	19.677	22.134	1284	6536283
"Male"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	20.171	0.235	19.713	20.637	7893	44207675
"Male"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	20.575	0.168	20.246	20.907	17286	139094400
"Male"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	520	0
"Male"	"5yrs_2012_2016"	"Pancreas"	"AllRaceEth"	14.720	0.043	14.636	14.804	122697	783599427
"Male"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic White"	14.837	0.049	14.741	14.934	95098	494981544
"Male"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic Black"	17.655	0.161	17.340	17.974	13746	98779525
"Male"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	12.653	0.536	11.624	13.744	660	6536283
"Male"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	10.403	0.177	10.059	10.755	3713	44207675
"Male"	"5yrs_2012_2016"	"Pancreas"	"Hispanic (All Races)"	12.371	0.140	12.098	12.648	9030	139094400
"Male"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	450	0
"Male"	"5yrs_2012_2016"	"Larynx"	"AllRaceEth"	5.739	0.026	5.688	5.791	50248	783599427
"Male"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic White"	5.815	0.030	5.756	5.875	38545	494981544
"Male"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic Black"	8.273	0.106	8.067	8.484	6926	98779525
"Male"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	5.393	0.334	4.759	6.085	303	6536283
"Male"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.988	0.075	1.844	2.141	749	44207675
"Male"	"5yrs_2012_2016"	"Larynx"	"Hispanic (All Races)"	4.585	0.083	4.423	4.751	3481	139094400
"Male"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	244	0
"Male"	"5yrs_2012_2016"	"Lung and Bronchus"	"AllRaceEth"	69.950	0.094	69.766	70.134	580848	783599427
"Male"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic White"	73.035	0.109	72.823	73.249	470453	494981544
"Male"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic Black"	83.285	0.353	82.595	83.979	63763	98779525
"Male"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	65.466	1.237	63.064	67.932	3279	6536283
"Male"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	44.763	0.369	44.042	45.493	15781	44207675
"Male"	"5yrs_2012_2016"	"Lung and Bronchus"	"Hispanic (All Races)"	38.895	0.257	38.393	39.402	25824	139094400
"Male"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	1748	0
"Male"	"5yrs_2012_2016"	"Melanoma of the Skin"	"AllRaceEth"	28.357	0.060	28.240	28.475	232528	783599427
"Male"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic White"	35.658	0.078	35.505	35.812	219191	494981544
"Male"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.163	0.042	1.082	1.248	879	98779525
"Male"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	10.687	0.494	9.740	11.696	551	6536283
"Male"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.577	0.067	1.449	1.712	601	44207675
"Male"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Hispanic (All Races)"	5.224	0.089	5.051	5.402	4099	139094400
"Male"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	7207	0
"Male"	"5yrs_2012_2016"	"Breast"	"AllRaceEth"	1.275	0.013	1.250	1.300	10587	783599427
"Male"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic White"	1.277	0.015	1.248	1.305	8110	494981544
"Male"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic Black"	1.914	0.053	1.812	2.021	1485	98779525
"Male"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	0.477	0.092	0.315	0.696	30	6536283
"Male"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	0.673	0.043	0.591	0.763	258	44207675
"Male"	"5yrs_2012_2016"	"Breast"	"Hispanic (All Races)"	0.834	0.036	0.765	0.906	635	139094400
"Male"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	69	0
"Male"	"5yrs_2012_2016"	"Cervix Uteri"	"AllRaceEth"	 	 	 	 	 	783599427
"Male"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic White"	 	 	 	 	 	494981544
"Male"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic Black"	 	 	 	 	 	98779525
"Male"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6536283
"Male"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	44207675
"Male"	"5yrs_2012_2016"	"Cervix Uteri"	"Hispanic (All Races)"	 	 	 	 	 	139094400
"Male"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"AllRaceEth"	 	 	 	 	 	783599427
"Male"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	 	 	 	 	 	494981544
"Male"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	 	 	 	 	 	98779525
"Male"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6536283
"Male"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	44207675
"Male"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	 	 	 	 	 	139094400
"Male"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2012_2016"	"Ovary"	"AllRaceEth"	 	 	 	 	 	783599427
"Male"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic White"	 	 	 	 	 	494981544
"Male"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic Black"	 	 	 	 	 	98779525
"Male"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6536283
"Male"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	44207675
"Male"	"5yrs_2012_2016"	"Ovary"	"Hispanic (All Races)"	 	 	 	 	 	139094400
"Male"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2012_2016"	"Prostate"	"AllRaceEth"	107.093	0.112	106.874	107.312	960932	783599427
"Male"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic White"	100.246	0.123	100.005	100.488	690286	494981544
"Male"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic Black"	178.187	0.483	177.242	179.135	153578	98779525
"Male"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	76.961	1.278	74.477	79.504	4236	6536283
"Male"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	55.707	0.395	54.935	56.487	21238	44207675
"Male"	"5yrs_2012_2016"	"Prostate"	"Hispanic (All Races)"	91.338	0.370	90.615	92.065	69019	139094400
"Male"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	22575	0
"Male"	"5yrs_2012_2016"	"Testis"	"AllRaceEth"	5.711	0.028	5.657	5.766	43787	783599427
"Male"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic White"	7.038	0.040	6.960	7.116	32603	494981544
"Male"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic Black"	1.547	0.041	1.467	1.630	1468	98779525
"Male"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	6.441	0.319	5.830	7.101	426	6536283
"Male"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	2.060	0.066	1.933	2.193	1001	44207675
"Male"	"5yrs_2012_2016"	"Testis"	"Hispanic (All Races)"	4.942	0.058	4.828	5.058	7639	139094400
"Male"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	650	0
"Male"	"5yrs_2012_2016"	"Urinary Bladder"	"AllRaceEth"	35.753	0.068	35.620	35.887	285780	783599427
"Male"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic White"	39.844	0.081	39.684	40.003	249297	494981544
"Male"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic Black"	20.133	0.181	19.780	20.491	14169	98779525
"Male"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	22.282	0.755	20.826	23.804	1031	6536283
"Male"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	15.331	0.220	14.902	15.768	5197	44207675
"Male"	"5yrs_2012_2016"	"Urinary Bladder"	"Hispanic (All Races)"	19.883	0.186	19.519	20.250	12908	139094400
"Male"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	3178	0
"Male"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"AllRaceEth"	22.890	0.053	22.786	22.994	194607	783599427
"Male"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	23.135	0.062	23.013	23.258	146130	494981544
"Male"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	26.259	0.186	25.897	26.626	22353	98779525
"Male"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	29.652	0.769	28.164	31.197	1686	6536283
