"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male"	"1yr_2018"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2018"	"Corpus and Uterus, NOS"	"AllRaceEth"	 	 	 	 	 	159440248
"Male"	"1yr_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	 	 	 	 	 	98364175
"Male"	"1yr_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	 	 	 	 	 	20428991
"Male"	"1yr_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1328319
"Male"	"1yr_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9748955
"Male"	"1yr_2018"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	 	 	 	 	 	29569808
"Male"	"1yr_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2018"	"Ovary"	"AllRaceEth"	 	 	 	 	 	159440248
"Male"	"1yr_2018"	"Ovary"	"Non-Hispanic White"	 	 	 	 	 	98364175
"Male"	"1yr_2018"	"Ovary"	"Non-Hispanic Black"	 	 	 	 	 	20428991
"Male"	"1yr_2018"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1328319
"Male"	"1yr_2018"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9748955
"Male"	"1yr_2018"	"Ovary"	"Hispanic (All Races)"	 	 	 	 	 	29569808
"Male"	"1yr_2018"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2018"	"Prostate"	"AllRaceEth"	111.890	0.243	111.413	112.368	220233	159440248
"Male"	"1yr_2018"	"Prostate"	"Non-Hispanic White"	106.150	0.273	105.615	106.687	157150	98364175
"Male"	"1yr_2018"	"Prostate"	"Non-Hispanic Black"	176.647	1.001	174.691	178.620	34492	20428991
"Male"	"1yr_2018"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	70.283	2.449	65.564	75.251	911	1328319
"Male"	"1yr_2018"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	58.054	0.818	56.462	59.678	5283	9748955
"Male"	"1yr_2018"	"Prostate"	"Hispanic (All Races)"	87.181	0.730	85.756	88.622	15980	29569808
"Male"	"1yr_2018"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	6417	0
"Male"	"1yr_2018"	"Testis"	"AllRaceEth"	5.832	0.062	5.711	5.955	9062	159440248
"Male"	"1yr_2018"	"Testis"	"Non-Hispanic White"	7.085	0.090	6.910	7.264	6458	98364175
"Male"	"1yr_2018"	"Testis"	"Non-Hispanic Black"	1.604	0.093	1.427	1.797	314	20428991
"Male"	"1yr_2018"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	5.699	0.671	4.459	7.183	76	1328319
"Male"	"1yr_2018"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.926	0.137	1.667	2.215	202	9748955
"Male"	"1yr_2018"	"Testis"	"Hispanic (All Races)"	5.603	0.135	5.342	5.875	1810	29569808
"Male"	"1yr_2018"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	202	0
"Male"	"1yr_2018"	"Urinary Bladder"	"AllRaceEth"	32.405	0.138	32.135	32.677	57357	159440248
"Male"	"1yr_2018"	"Urinary Bladder"	"Non-Hispanic White"	36.375	0.167	36.048	36.704	49344	98364175
"Male"	"1yr_2018"	"Urinary Bladder"	"Non-Hispanic Black"	18.506	0.359	17.809	19.222	3014	20428991
"Male"	"1yr_2018"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	19.260	1.398	16.618	22.183	214	1328319
"Male"	"1yr_2018"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	14.250	0.425	13.429	15.106	1177	9748955
"Male"	"1yr_2018"	"Urinary Bladder"	"Hispanic (All Races)"	17.939	0.357	17.247	18.650	2829	29569808
"Male"	"1yr_2018"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	779	0
"Male"	"1yr_2018"	"Kidney and Renal Pelvis"	"AllRaceEth"	23.463	0.116	23.235	23.692	42787	159440248
"Male"	"1yr_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	23.924	0.140	23.650	24.200	31693	98364175
"Male"	"1yr_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	25.038	0.382	24.295	25.798	4720	20428991
"Male"	"1yr_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	34.140	1.756	30.785	37.754	411	1328319
"Male"	"1yr_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	10.736	0.344	10.072	11.433	1010	9748955
"Male"	"1yr_2018"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	22.653	0.355	21.962	23.358	4620	29569808
"Male"	"1yr_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	333	0
"Male"	"1yr_2018"	"Brain and Other Nervous System"	"AllRaceEth"	7.498	0.067	7.367	7.632	12959	159440248
"Male"	"1yr_2018"	"Brain and Other Nervous System"	"Non-Hispanic White"	8.507	0.089	8.333	8.683	10079	98364175
"Male"	"1yr_2018"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.865	0.166	4.545	5.200	934	20428991
"Male"	"1yr_2018"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	5.704	0.696	4.421	7.242	73	1328319
"Male"	"1yr_2018"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	4.369	0.221	3.947	4.824	406	9748955
"Male"	"1yr_2018"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.878	0.172	5.545	6.225	1373	29569808
"Male"	"1yr_2018"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	94	0
"Male"	"1yr_2018"	"Thyroid"	"AllRaceEth"	7.070	0.066	6.942	7.201	12187	159440248
"Male"	"1yr_2018"	"Thyroid"	"Non-Hispanic White"	7.844	0.086	7.675	8.015	9141	98364175
"Male"	"1yr_2018"	"Thyroid"	"Non-Hispanic Black"	3.495	0.140	3.226	3.780	676	20428991
"Male"	"1yr_2018"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	6.466	0.733	5.110	8.073	83	1328319
"Male"	"1yr_2018"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	7.390	0.279	6.853	7.957	722	9748955
"Male"	"1yr_2018"	"Thyroid"	"Hispanic (All Races)"	5.852	0.166	5.531	6.186	1401	29569808
"Male"	"1yr_2018"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	164	0
"Male"	"1yr_2018"	"Hodgkin Lymphoma"	"AllRaceEth"	2.842	0.043	2.760	2.927	4640	159440248
"Male"	"1yr_2018"	"Hodgkin Lymphoma"	"Non-Hispanic White"	3.067	0.057	2.957	3.181	3147	98364175
"Male"	"1yr_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.866	0.123	2.630	3.118	576	20428991
"Male"	"1yr_2018"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	2.297	0.459	1.487	3.381	27	1328319
"Male"	"1yr_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.456	0.123	1.224	1.719	144	9748955
"Male"	"1yr_2018"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.692	0.112	2.477	2.919	686	29569808
"Male"	"1yr_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	60	0
"Male"	"1yr_2018"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	22.523	0.116	22.297	22.751	39789	159440248
"Male"	"1yr_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	23.558	0.139	23.286	23.833	30736	98364175
"Male"	"1yr_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	16.730	0.321	16.106	17.372	3002	20428991
"Male"	"1yr_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	17.808	1.303	15.345	20.540	208	1328319
"Male"	"1yr_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	15.551	0.426	14.727	16.409	1395	9748955
"Male"	"1yr_2018"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	19.955	0.345	19.284	20.641	3908	29569808
"Male"	"1yr_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	540	0
"Male"	"1yr_2018"	"Myeloma"	"AllRaceEth"	8.511	0.070	8.374	8.650	15375	159440248
"Male"	"1yr_2018"	"Myeloma"	"Non-Hispanic White"	7.714	0.077	7.563	7.867	10473	98364175
"Male"	"1yr_2018"	"Myeloma"	"Non-Hispanic Black"	16.348	0.327	15.714	17.001	2811	20428991
"Male"	"1yr_2018"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	7.778	0.834	6.229	9.588	95	1328319
"Male"	"1yr_2018"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	4.516	0.230	4.076	4.989	404	9748955
"Male"	"1yr_2018"	"Myeloma"	"Hispanic (All Races)"	7.794	0.222	7.366	8.239	1410	29569808
"Male"	"1yr_2018"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	182	0
"Male"	"1yr_2018"	"Leukemias"	"AllRaceEth"	17.637	0.103	17.436	17.840	30623	159440248
"Male"	"1yr_2018"	"Leukemias"	"Non-Hispanic White"	18.620	0.126	18.375	18.868	23698	98364175
"Male"	"1yr_2018"	"Leukemias"	"Non-Hispanic Black"	13.118	0.289	12.558	13.696	2315	20428991
"Male"	"1yr_2018"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	13.105	1.097	11.043	15.430	155	1328319
"Male"	"1yr_2018"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	10.083	0.342	9.424	10.775	907	9748955
"Male"	"1yr_2018"	"Leukemias"	"Hispanic (All Races)"	13.496	0.276	12.961	14.047	2925	29569808
"Male"	"1yr_2018"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	623	0
"Male"	"1yr_2018"	"Mesothelioma"	"AllRaceEth"	1.266	0.028	1.212	1.322	2139	159440248
"Male"	"1yr_2018"	"Mesothelioma"	"Non-Hispanic White"	1.398	0.033	1.334	1.465	1826	98364175
"Male"	"1yr_2018"	"Mesothelioma"	"Non-Hispanic Black"	0.696	0.070	0.565	0.847	109	20428991
"Male"	"1yr_2018"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1328319
"Male"	"1yr_2018"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.407	0.071	0.280	0.571	34	9748955
"Male"	"1yr_2018"	"Mesothelioma"	"Hispanic (All Races)"	0.984	0.084	0.826	1.161	152	29569808
"Male"	"1yr_2018"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2018"	"Kaposi Sarcoma"	"AllRaceEth"	0.616	0.020	0.578	0.656	997	159440248
"Male"	"1yr_2018"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.338	0.018	0.303	0.376	369	98364175
"Male"	"1yr_2018"	"Kaposi Sarcoma"	"Non-Hispanic Black"	1.624	0.093	1.446	1.818	324	20428991
"Male"	"1yr_2018"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1328319
"Male"	"1yr_2018"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.279	0.056	0.180	0.411	26	9748955
"Male"	"1yr_2018"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.937	0.067	0.810	1.079	229	29569808
"Male"	"1yr_2018"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	42	0
"Male"	"5yrs_2014_2018"	"All Sites"	"AllRaceEth"	492.402	0.242	491.928	492.877	4344244	793242039
"Male"	"5yrs_2014_2018"	"All Sites"	"Non-Hispanic White"	506.370	0.285	505.810	506.929	3336244	494940244
"Male"	"5yrs_2014_2018"	"All Sites"	"Non-Hispanic Black"	534.775	0.832	533.145	536.408	467009	100754448
"Male"	"5yrs_2014_2018"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	418.643	2.862	413.052	424.289	24284	6618664
"Male"	"5yrs_2014_2018"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	297.770	0.871	296.064	299.482	123753	46791018
"Male"	"5yrs_2014_2018"	"All Sites"	"Hispanic (All Races)"	377.174	0.711	375.782	378.569	329645	144137665
"Male"	"5yrs_2014_2018"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	63309	0
"Male"	"5yrs_2014_2018"	"Oral Cavity and Pharynx"	"AllRaceEth"	18.182	0.046	18.093	18.272	165928	793242039
"Male"	"5yrs_2014_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	20.158	0.057	20.047	20.269	135497	494940244
"Male"	"5yrs_2014_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	13.878	0.129	13.626	14.133	12828	100754448
"Male"	"5yrs_2014_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	16.064	0.533	15.036	17.143	1009	6618664
"Male"	"5yrs_2014_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	11.849	0.167	11.524	12.181	5256	46791018
"Male"	"5yrs_2014_2018"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	10.643	0.115	10.418	10.871	9812	144137665
"Male"	"5yrs_2014_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	1526	0
"Male"	"5yrs_2014_2018"	"Esophagus"	"AllRaceEth"	7.879	0.030	7.819	7.938	70752	793242039
"Male"	"5yrs_2014_2018"	"Esophagus"	"Non-Hispanic White"	8.718	0.037	8.646	8.791	59162	494940244
"Male"	"5yrs_2014_2018"	"Esophagus"	"Non-Hispanic Black"	6.028	0.089	5.855	6.204	5245	100754448
"Male"	"5yrs_2014_2018"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	7.961	0.391	7.213	8.764	471	6618664
"Male"	"5yrs_2014_2018"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	3.607	0.096	3.421	3.800	1497	46791018
"Male"	"5yrs_2014_2018"	"Esophagus"	"Hispanic (All Races)"	4.839	0.082	4.680	5.001	4031	144137665
"Male"	"5yrs_2014_2018"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	346	0
"Male"	"5yrs_2014_2018"	"Stomach"	"AllRaceEth"	8.737	0.033	8.673	8.801	75558	793242039
"Male"	"5yrs_2014_2018"	"Stomach"	"Non-Hispanic White"	7.412	0.035	7.344	7.480	48593	494940244
"Male"	"5yrs_2014_2018"	"Stomach"	"Non-Hispanic Black"	13.402	0.138	13.133	13.675	10745	100754448
"Male"	"5yrs_2014_2018"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	10.011	0.453	9.143	10.937	555	6618664
"Male"	"5yrs_2014_2018"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	12.674	0.183	12.318	13.038	5078	46791018
"Male"	"5yrs_2014_2018"	"Stomach"	"Hispanic (All Races)"	12.074	0.130	11.821	12.330	10111	144137665
"Male"	"5yrs_2014_2018"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	476	0
"Male"	"5yrs_2014_2018"	"Colon and Rectum"	"AllRaceEth"	43.743	0.073	43.601	43.886	379053	793242039
"Male"	"5yrs_2014_2018"	"Colon and Rectum"	"Non-Hispanic White"	43.417	0.085	43.251	43.584	277636	494940244
"Male"	"5yrs_2014_2018"	"Colon and Rectum"	"Non-Hispanic Black"	51.825	0.263	51.312	52.342	44073	100754448
"Male"	"5yrs_2014_2018"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	47.179	0.963	45.310	49.103	2714	6618664
"Male"	"5yrs_2014_2018"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	35.483	0.297	34.903	36.070	15065	46791018
"Male"	"5yrs_2014_2018"	"Colon and Rectum"	"Hispanic (All Races)"	40.655	0.231	40.203	41.110	36018	144137665
"Male"	"5yrs_2014_2018"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	3547	0
"Male"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	13.196	0.038	13.121	13.271	124612	793242039
"Male"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	11.034	0.041	10.955	11.114	77891	494940244
"Male"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	17.926	0.142	17.648	18.207	17595	100754448
"Male"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	22.064	0.616	20.873	23.306	1432	6618664
"Male"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	19.193	0.218	18.769	19.624	8235	46791018
"Male"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	20.697	0.161	20.382	21.015	18865	144137665
"Male"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	594	0
"Male"	"5yrs_2014_2018"	"Pancreas"	"AllRaceEth"	15.025	0.042	14.942	15.108	131561	793242039
"Male"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic White"	15.192	0.049	15.096	15.288	101124	494940244
"Male"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic Black"	17.874	0.157	17.568	18.184	14797	100754448
"Male"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	12.935	0.513	11.949	13.976	730	6618664
"Male"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	10.399	0.166	10.076	10.730	4152	46791018
"Male"	"5yrs_2014_2018"	"Pancreas"	"Hispanic (All Races)"	12.634	0.134	12.373	12.899	10235	144137665
"Male"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	523	0
"Male"	"5yrs_2014_2018"	"Larynx"	"AllRaceEth"	5.423	0.025	5.374	5.472	49727	793242039
"Male"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic White"	5.506	0.029	5.449	5.564	37744	494940244
"Male"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic Black"	7.861	0.100	7.666	8.059	6988	100754448
"Male"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	5.568	0.318	4.961	6.227	344	6618664
"Male"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.986	0.071	1.849	2.130	828	46791018
"Male"	"5yrs_2014_2018"	"Larynx"	"Hispanic (All Races)"	4.233	0.076	4.085	4.385	3542	144137665
"Male"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	281	0
"Male"	"5yrs_2014_2018"	"Lung and Bronchus"	"AllRaceEth"	66.174	0.089	66.000	66.349	580261	793242039
"Male"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic White"	69.424	0.104	69.221	69.628	467356	494940244
"Male"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic Black"	77.734	0.329	77.091	78.381	63676	100754448
"Male"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	61.511	1.127	59.322	63.756	3399	6618664
"Male"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	42.780	0.339	42.118	43.450	16890	46791018
"Male"	"5yrs_2014_2018"	"Lung and Bronchus"	"Hispanic (All Races)"	36.681	0.237	36.218	37.148	26898	144137665
"Male"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	2042	0
"Male"	"5yrs_2014_2018"	"Melanoma of the Skin"	"AllRaceEth"	29.108	0.060	28.991	29.226	249067	793242039
"Male"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic White"	36.766	0.079	36.612	36.920	233156	494940244
"Male"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.108	0.040	1.031	1.188	885	100754448
"Male"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	10.330	0.452	9.462	11.253	593	6618664
"Male"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.539	0.062	1.420	1.666	646	46791018
"Male"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Hispanic (All Races)"	5.113	0.084	4.951	5.279	4403	144137665
"Male"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	9384	0
"Male"	"5yrs_2014_2018"	"Breast"	"AllRaceEth"	1.272	0.012	1.248	1.297	11025	793242039
"Male"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic White"	1.280	0.014	1.252	1.308	8385	494940244
"Male"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic Black"	1.892	0.051	1.793	1.994	1561	100754448
"Male"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	0.550	0.100	0.372	0.783	34	6618664
"Male"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	0.737	0.043	0.655	0.826	310	46791018
"Male"	"5yrs_2014_2018"	"Breast"	"Hispanic (All Races)"	0.752	0.032	0.690	0.817	634	144137665
"Male"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	101	0
"Male"	"5yrs_2014_2018"	"Cervix Uteri"	"AllRaceEth"	 	 	 	 	 	793242039
"Male"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic White"	 	 	 	 	 	494940244
"Male"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic Black"	 	 	 	 	 	100754448
"Male"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6618664
"Male"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	46791018
"Male"	"5yrs_2014_2018"	"Cervix Uteri"	"Hispanic (All Races)"	 	 	 	 	 	144137665
"Male"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"AllRaceEth"	 	 	 	 	 	793242039
"Male"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	 	 	 	 	 	494940244
"Male"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	 	 	 	 	 	100754448
"Male"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6618664
"Male"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	46791018
"Male"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	 	 	 	 	 	144137665
"Male"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2014_2018"	"Ovary"	"AllRaceEth"	 	 	 	 	 	793242039
"Male"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic White"	 	 	 	 	 	494940244
"Male"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic Black"	 	 	 	 	 	100754448
"Male"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6618664
"Male"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	46791018
"Male"	"5yrs_2014_2018"	"Ovary"	"Hispanic (All Races)"	 	 	 	 	 	144137665
"Male"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2014_2018"	"Prostate"	"AllRaceEth"	107.926	0.109	107.712	108.140	1018941	793242039
"Male"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic White"	101.520	0.121	101.282	101.758	727971	494940244
"Male"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic Black"	175.457	0.461	174.555	176.363	162016	100754448
"Male"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	73.645	1.183	71.344	76.000	4414	6618664
"Male"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	55.860	0.375	55.128	56.600	23513	46791018
"Male"	"5yrs_2014_2018"	"Prostate"	"Hispanic (All Races)"	87.853	0.344	87.180	88.529	73616	144137665
"Male"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	27411	0
"Male"	"5yrs_2014_2018"	"Testis"	"AllRaceEth"	5.780	0.028	5.726	5.835	44811	793242039
"Male"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic White"	7.060	0.040	6.982	7.139	32567	494940244
"Male"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic Black"	1.573	0.041	1.493	1.656	1521	100754448
"Male"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	6.466	0.322	5.851	7.131	424	6618664
"Male"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	2.119	0.065	1.993	2.251	1085	46791018
"Male"	"5yrs_2014_2018"	"Testis"	"Hispanic (All Races)"	5.299	0.059	5.184	5.417	8422	144137665
"Male"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	792	0
"Male"	"5yrs_2014_2018"	"Urinary Bladder"	"AllRaceEth"	34.364	0.065	34.236	34.492	289898	793242039
"Male"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic White"	38.439	0.078	38.286	38.593	251066	494940244
"Male"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic Black"	19.569	0.172	19.233	19.908	14778	100754448
"Male"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	21.571	0.697	20.226	22.976	1103	6618664
"Male"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	14.868	0.204	14.471	15.272	5643	46791018
"Male"	"5yrs_2014_2018"	"Urinary Bladder"	"Hispanic (All Races)"	19.017	0.173	18.680	19.357	13658	144137665
"Male"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	3650	0
"Male"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"AllRaceEth"	23.355	0.053	23.252	23.458	206439	793242039
"Male"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	23.662	0.063	23.540	23.785	153538	494940244
"Male"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	26.281	0.180	25.928	26.636	23572	100754448
"Male"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	31.207	0.763	29.729	32.738	1860	6618664
