"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male"	"1yr_2015"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2015"	"Corpus and Uterus, NOS"	"AllRaceEth"	 	 	 	 	 	157906843
"Male"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	 	 	 	 	 	99129192
"Male"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	 	 	 	 	 	19979132
"Male"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1318387
"Male"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9125308
"Male"	"1yr_2015"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	 	 	 	 	 	28354824
"Male"	"1yr_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2015"	"Ovary"	"AllRaceEth"	 	 	 	 	 	157906843
"Male"	"1yr_2015"	"Ovary"	"Non-Hispanic White"	 	 	 	 	 	99129192
"Male"	"1yr_2015"	"Ovary"	"Non-Hispanic Black"	 	 	 	 	 	19979132
"Male"	"1yr_2015"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1318387
"Male"	"1yr_2015"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	9125308
"Male"	"1yr_2015"	"Ovary"	"Hispanic (All Races)"	 	 	 	 	 	28354824
"Male"	"1yr_2015"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2015"	"Prostate"	"AllRaceEth"	106.043	0.246	105.562	106.525	195588	157906843
"Male"	"1yr_2015"	"Prostate"	"Non-Hispanic White"	99.556	0.272	99.025	100.090	140186	99129192
"Male"	"1yr_2015"	"Prostate"	"Non-Hispanic Black"	175.578	1.051	173.523	177.651	31398	19979132
"Male"	"1yr_2015"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	72.855	2.686	67.685	78.306	850	1318387
"Male"	"1yr_2015"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	55.903	0.860	54.230	57.613	4507	9125308
"Male"	"1yr_2015"	"Prostate"	"Hispanic (All Races)"	87.798	0.787	86.261	89.353	14062	28354824
"Male"	"1yr_2015"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	4585	0
"Male"	"1yr_2015"	"Testis"	"AllRaceEth"	5.697	0.062	5.577	5.819	8805	157906843
"Male"	"1yr_2015"	"Testis"	"Non-Hispanic White"	6.986	0.089	6.813	7.161	6477	99129192
"Male"	"1yr_2015"	"Testis"	"Non-Hispanic Black"	1.467	0.089	1.297	1.653	283	19979132
"Male"	"1yr_2015"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	6.947	0.745	5.563	8.583	91	1318387
"Male"	"1yr_2015"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	2.057	0.145	1.782	2.365	205	9125308
"Male"	"1yr_2015"	"Testis"	"Hispanic (All Races)"	5.094	0.130	4.843	5.357	1609	28354824
"Male"	"1yr_2015"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	140	0
"Male"	"1yr_2015"	"Urinary Bladder"	"AllRaceEth"	35.260	0.150	34.967	35.554	57960	157906843
"Male"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic White"	39.467	0.179	39.116	39.820	50495	99129192
"Male"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic Black"	19.877	0.395	19.111	20.665	2902	19979132
"Male"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	23.402	1.676	20.231	26.893	227	1318387
"Male"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	14.906	0.470	13.998	15.854	1072	9125308
"Male"	"1yr_2015"	"Urinary Bladder"	"Hispanic (All Races)"	19.071	0.397	18.301	19.862	2613	28354824
"Male"	"1yr_2015"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	651	0
"Male"	"1yr_2015"	"Kidney and Renal Pelvis"	"AllRaceEth"	23.293	0.119	23.060	23.527	40404	157906843
"Male"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	23.545	0.141	23.270	23.822	30088	99129192
"Male"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	26.745	0.413	25.942	27.566	4693	19979132
"Male"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	30.976	1.759	27.624	34.611	350	1318387
"Male"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	12.124	0.395	11.363	12.923	997	9125308
"Male"	"1yr_2015"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	22.420	0.378	21.684	23.172	4071	28354824
"Male"	"1yr_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	205	0
"Male"	"1yr_2015"	"Brain and Other Nervous System"	"AllRaceEth"	7.624	0.069	7.489	7.761	12677	157906843
"Male"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic White"	8.639	0.090	8.464	8.818	10014	99129192
"Male"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.942	0.172	4.610	5.290	915	19979132
"Male"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	6.537	0.812	5.042	8.321	75	1318387
"Male"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	4.198	0.226	3.767	4.665	362	9125308
"Male"	"1yr_2015"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.789	0.183	5.437	6.157	1248	28354824
"Male"	"1yr_2015"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	63	0
"Male"	"1yr_2015"	"Thyroid"	"AllRaceEth"	7.473	0.068	7.339	7.608	12515	157906843
"Male"	"1yr_2015"	"Thyroid"	"Non-Hispanic White"	8.341	0.089	8.167	8.517	9632	99129192
"Male"	"1yr_2015"	"Thyroid"	"Non-Hispanic Black"	4.140	0.159	3.834	4.463	743	19979132
"Male"	"1yr_2015"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	5.442	0.734	4.099	7.073	63	1318387
"Male"	"1yr_2015"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	7.816	0.302	7.236	8.432	698	9125308
"Male"	"1yr_2015"	"Thyroid"	"Hispanic (All Races)"	5.857	0.178	5.513	6.216	1259	28354824
"Male"	"1yr_2015"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	120	0
"Male"	"1yr_2015"	"Hodgkin Lymphoma"	"AllRaceEth"	3.037	0.044	2.950	3.124	4882	157906843
"Male"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic White"	3.254	0.058	3.141	3.370	3353	99129192
"Male"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	3.251	0.133	2.996	3.522	638	19979132
"Male"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.842	0.426	1.104	2.875	21	1318387
"Male"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.715	0.140	1.452	2.012	158	9125308
"Male"	"1yr_2015"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.817	0.122	2.584	3.066	660	28354824
"Male"	"1yr_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	52	0
"Male"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	23.704	0.122	23.466	23.945	39540	157906843
"Male"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	24.889	0.146	24.605	25.177	31080	99129192
"Male"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	17.593	0.340	16.933	18.271	3018	19979132
"Male"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	17.906	1.360	15.340	20.762	198	1318387
"Male"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	16.557	0.475	15.640	17.512	1300	9125308
"Male"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	20.228	0.374	19.501	20.973	3505	28354824
"Male"	"1yr_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	439	0
"Male"	"1yr_2015"	"Myeloma"	"AllRaceEth"	8.817	0.074	8.672	8.963	14941	157906843
"Male"	"1yr_2015"	"Myeloma"	"Non-Hispanic White"	7.987	0.080	7.830	8.147	10330	99129192
"Male"	"1yr_2015"	"Myeloma"	"Non-Hispanic Black"	17.239	0.352	16.556	17.943	2726	19979132
"Male"	"1yr_2015"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	8.558	0.962	6.777	10.642	91	1318387
"Male"	"1yr_2015"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	5.110	0.264	4.605	5.654	399	9125308
"Male"	"1yr_2015"	"Myeloma"	"Hispanic (All Races)"	8.185	0.246	7.711	8.679	1282	28354824
"Male"	"1yr_2015"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	113	0
"Male"	"1yr_2015"	"Leukemias"	"AllRaceEth"	18.892	0.109	18.678	19.107	31068	157906843
"Male"	"1yr_2015"	"Leukemias"	"Non-Hispanic White"	20.150	0.133	19.891	20.411	24622	99129192
"Male"	"1yr_2015"	"Leukemias"	"Non-Hispanic Black"	13.962	0.314	13.352	14.590	2255	19979132
"Male"	"1yr_2015"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	14.855	1.215	12.569	17.425	169	1318387
"Male"	"1yr_2015"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	10.090	0.366	9.386	10.831	810	9125308
"Male"	"1yr_2015"	"Leukemias"	"Hispanic (All Races)"	14.077	0.299	13.497	14.674	2827	28354824
"Male"	"1yr_2015"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	385	0
"Male"	"1yr_2015"	"Mesothelioma"	"AllRaceEth"	1.559	0.032	1.497	1.623	2463	157906843
"Male"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic White"	1.733	0.038	1.659	1.809	2143	99129192
"Male"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic Black"	0.687	0.075	0.548	0.848	95	19979132
"Male"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1318387
"Male"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.499	0.085	0.346	0.693	36	9125308
"Male"	"1yr_2015"	"Mesothelioma"	"Hispanic (All Races)"	1.163	0.096	0.982	1.363	167	28354824
"Male"	"1yr_2015"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"1yr_2015"	"Kaposi Sarcoma"	"AllRaceEth"	0.678	0.021	0.637	0.721	1064	157906843
"Male"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.387	0.019	0.350	0.427	424	99129192
"Male"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic Black"	1.639	0.095	1.458	1.836	319	19979132
"Male"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	1318387
"Male"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.354	0.067	0.236	0.511	30	9125308
"Male"	"1yr_2015"	"Kaposi Sarcoma"	"Hispanic (All Races)"	1.173	0.081	1.019	1.343	256	28354824
"Male"	"1yr_2015"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	27	0
"Male"	"5yrs_2011_2015"	"All Sites"	"AllRaceEth"	506.494	0.254	505.996	506.992	4160913	777726714
"Male"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic White"	518.309	0.295	517.731	518.888	3235818	494325006
"Male"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic Black"	563.383	0.901	561.618	565.152	446830	97676183
"Male"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	430.166	3.143	424.027	436.367	22213	6481922
"Male"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	310.686	0.971	308.786	312.595	110795	42831720
"Male"	"5yrs_2011_2015"	"All Sites"	"Hispanic (All Races)"	392.815	0.787	391.274	394.360	296602	136411883
"Male"	"5yrs_2011_2015"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	48655	0
"Male"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"AllRaceEth"	17.851	0.047	17.759	17.942	153478	777726714
"Male"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	19.507	0.057	19.396	19.618	125601	494325006
"Male"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	14.733	0.139	14.463	15.007	12665	97676183
"Male"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	15.514	0.550	14.456	16.629	912	6481922
"Male"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	11.733	0.179	11.384	12.089	4569	42831720
"Male"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	10.724	0.125	10.481	10.971	8657	136411883
"Male"	"5yrs_2011_2015"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	1074	0
"Male"	"5yrs_2011_2015"	"Esophagus"	"AllRaceEth"	7.995	0.032	7.933	8.057	66741	777726714
"Male"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic White"	8.706	0.038	8.632	8.780	55878	494325006
"Male"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic Black"	6.867	0.099	6.673	7.064	5459	97676183
"Male"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	7.197	0.404	6.426	8.031	371	6481922
"Male"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	3.623	0.105	3.420	3.835	1287	42831720
"Male"	"5yrs_2011_2015"	"Esophagus"	"Hispanic (All Races)"	4.906	0.089	4.732	5.084	3504	136411883
"Male"	"5yrs_2011_2015"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	242	0
"Male"	"5yrs_2011_2015"	"Stomach"	"AllRaceEth"	9.161	0.035	9.094	9.229	73722	777726714
"Male"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic White"	7.812	0.036	7.742	7.884	48493	494325006
"Male"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic Black"	14.193	0.150	13.901	14.490	10346	97676183
"Male"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	11.152	0.524	10.150	12.221	538	6481922
"Male"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	14.017	0.211	13.606	14.436	4783	42831720
"Male"	"5yrs_2011_2015"	"Stomach"	"Hispanic (All Races)"	12.750	0.145	12.468	13.036	9187	136411883
"Male"	"5yrs_2011_2015"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	375	0
"Male"	"5yrs_2011_2015"	"Colon and Rectum"	"AllRaceEth"	45.656	0.077	45.506	45.807	370059	777726714
"Male"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic White"	45.035	0.088	44.863	45.207	276221	494325006
"Male"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic Black"	55.895	0.289	55.331	56.463	43096	97676183
"Male"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	48.581	1.058	46.530	50.695	2499	6481922
"Male"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	37.339	0.333	36.690	37.997	13617	42831720
"Male"	"5yrs_2011_2015"	"Colon and Rectum"	"Hispanic (All Races)"	42.743	0.260	42.235	43.254	32001	136411883
"Male"	"5yrs_2011_2015"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	2625	0
"Male"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	12.646	0.039	12.570	12.722	111823	777726714
"Male"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	10.414	0.040	10.335	10.493	69552	494325006
"Male"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	18.136	0.149	17.845	18.430	16597	97676183
"Male"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	19.600	0.615	18.412	20.843	1170	6481922
"Male"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	20.603	0.244	20.127	21.088	7677	42831720
"Male"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	20.318	0.171	19.984	20.656	16340	136411883
"Male"	"5yrs_2011_2015"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	487	0
"Male"	"5yrs_2011_2015"	"Pancreas"	"AllRaceEth"	14.573	0.043	14.488	14.658	118349	777726714
"Male"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic White"	14.677	0.049	14.580	14.774	92180	494325006
"Male"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic Black"	17.441	0.164	17.122	17.764	13112	97676183
"Male"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	12.430	0.546	11.383	13.543	622	6481922
"Male"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	10.347	0.183	9.993	10.711	3481	42831720
"Male"	"5yrs_2011_2015"	"Pancreas"	"Hispanic (All Races)"	12.340	0.144	12.060	12.625	8530	136411883
"Male"	"5yrs_2011_2015"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	424	0
"Male"	"5yrs_2011_2015"	"Larynx"	"AllRaceEth"	5.899	0.027	5.846	5.952	50383	777726714
"Male"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic White"	5.955	0.031	5.895	6.016	38763	494325006
"Male"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic Black"	8.563	0.110	8.349	8.781	6939	97676183
"Male"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	5.031	0.328	4.408	5.714	276	6481922
"Male"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	2.147	0.081	1.991	2.311	760	42831720
"Male"	"5yrs_2011_2015"	"Larynx"	"Hispanic (All Races)"	4.710	0.087	4.541	4.883	3401	136411883
"Male"	"5yrs_2011_2015"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	244	0
"Male"	"5yrs_2011_2015"	"Lung and Bronchus"	"AllRaceEth"	71.675	0.096	71.487	71.865	578770	777726714
"Male"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic White"	74.629	0.111	74.412	74.847	469974	494325006
"Male"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic Black"	86.100	0.366	85.385	86.819	63592	97676183
"Male"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	68.622	1.307	66.084	71.227	3259	6481922
"Male"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	45.575	0.385	44.823	46.336	15111	42831720
"Male"	"5yrs_2011_2015"	"Lung and Bronchus"	"Hispanic (All Races)"	39.975	0.268	39.452	40.503	25223	136411883
"Male"	"5yrs_2011_2015"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	1611	0
"Male"	"5yrs_2011_2015"	"Melanoma of the Skin"	"AllRaceEth"	27.834	0.060	27.716	27.952	223088	777726714
"Male"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic White"	34.898	0.078	34.745	35.051	210888	494325006
"Male"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.159	0.042	1.078	1.245	860	97676183
"Male"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	10.869	0.514	9.885	11.919	538	6481922
"Male"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.590	0.069	1.458	1.730	577	42831720
"Male"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Hispanic (All Races)"	5.085	0.090	4.910	5.265	3825	136411883
"Male"	"5yrs_2011_2015"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	6400	0
"Male"	"5yrs_2011_2015"	"Breast"	"AllRaceEth"	1.281	0.013	1.256	1.307	10364	777726714
"Male"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic White"	1.289	0.015	1.260	1.318	8023	494325006
"Male"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic Black"	1.885	0.054	1.782	1.993	1413	97676183
"Male"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	0.482	0.096	0.313	0.710	29	6481922
"Male"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	0.633	0.043	0.551	0.723	229	42831720
"Male"	"5yrs_2011_2015"	"Breast"	"Hispanic (All Races)"	0.826	0.036	0.756	0.900	606	136411883
"Male"	"5yrs_2011_2015"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	64	0
"Male"	"5yrs_2011_2015"	"Cervix Uteri"	"AllRaceEth"	 	 	 	 	 	777726714
"Male"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic White"	 	 	 	 	 	494325006
"Male"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic Black"	 	 	 	 	 	97676183
"Male"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6481922
"Male"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	42831720
"Male"	"5yrs_2011_2015"	"Cervix Uteri"	"Hispanic (All Races)"	 	 	 	 	 	136411883
"Male"	"5yrs_2011_2015"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"AllRaceEth"	 	 	 	 	 	777726714
"Male"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	 	 	 	 	 	494325006
"Male"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	 	 	 	 	 	97676183
"Male"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6481922
"Male"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	42831720
"Male"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	 	 	 	 	 	136411883
"Male"	"5yrs_2011_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2011_2015"	"Ovary"	"AllRaceEth"	 	 	 	 	 	777726714
"Male"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic White"	 	 	 	 	 	494325006
"Male"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic Black"	 	 	 	 	 	97676183
"Male"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	6481922
"Male"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	42831720
"Male"	"5yrs_2011_2015"	"Ovary"	"Hispanic (All Races)"	 	 	 	 	 	136411883
"Male"	"5yrs_2011_2015"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male"	"5yrs_2011_2015"	"Prostate"	"AllRaceEth"	112.430	0.116	112.202	112.658	980900	777726714
"Male"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic White"	105.586	0.128	105.336	105.837	710524	494325006
"Male"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic Black"	185.863	0.503	184.878	186.852	154187	97676183
"Male"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	81.552	1.352	78.923	84.242	4289	6481922
"Male"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	59.019	0.420	58.199	59.847	21261	42831720
"Male"	"5yrs_2011_2015"	"Prostate"	"Hispanic (All Races)"	95.940	0.389	95.178	96.705	68735	136411883
"Male"	"5yrs_2011_2015"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	21904	0
"Male"	"5yrs_2011_2015"	"Testis"	"AllRaceEth"	5.629	0.028	5.575	5.683	42855	777726714
"Male"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic White"	6.947	0.039	6.870	7.024	32197	494325006
"Male"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic Black"	1.540	0.041	1.460	1.624	1445	97676183
"Male"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	6.158	0.314	5.558	6.809	402	6481922
"Male"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	2.025	0.066	1.897	2.160	954	42831720
"Male"	"5yrs_2011_2015"	"Testis"	"Hispanic (All Races)"	4.774	0.058	4.661	4.890	7248	136411883
"Male"	"5yrs_2011_2015"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	609	0
"Male"	"5yrs_2011_2015"	"Urinary Bladder"	"AllRaceEth"	36.172	0.070	36.036	36.309	281404	777726714
"Male"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic White"	40.272	0.083	40.110	40.434	246593	494325006
"Male"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic Black"	20.287	0.185	19.925	20.652	13780	97676183
"Male"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	22.224	0.779	20.723	23.797	975	6481922
"Male"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	15.298	0.227	14.856	15.750	4893	42831720
"Male"	"5yrs_2011_2015"	"Urinary Bladder"	"Hispanic (All Races)"	20.031	0.192	19.656	20.411	12324	136411883
"Male"	"5yrs_2011_2015"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	2839	0
"Male"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"AllRaceEth"	22.551	0.053	22.447	22.655	187546	777726714
"Male"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	22.789	0.062	22.667	22.911	141698	494325006
"Male"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	25.834	0.187	25.469	26.204	21381	97676183
"Male"	"5yrs_2011_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	29.051	0.777	27.547	30.613	1603	6481922
